,observed_value,prediction,classifier,name_short,matrix,polarity,fold,feat_sel_method,feat_sel_quantile
11,0,0,MLP,Cholesteryl ester 17:0,DAN,negative,3,kendall,0.5
12,0,0,MLP,Choline,DAN,negative,3,kendall,0.5
13,0,1,MLP,Cyclic adenosine monophosphate,DAN,negative,3,kendall,0.5
14,0,0,MLP,Cytidine monophosphate,DAN,negative,3,kendall,0.5
15,0,0,MLP,DG 18:0-22:6,DAN,negative,3,kendall,0.5
16,0,0,MLP,Dihydroxyacetone,DAN,negative,3,kendall,0.5
0,1,1,MLP,Homocysteine,DAN,negative,4,kendall,0.5
1,1,1,MLP,Hypoxanthine,DAN,negative,4,kendall,0.5
2,1,1,MLP,Kynurenine,DAN,negative,4,kendall,0.5
3,1,1,MLP,L-Dopa,DAN,negative,4,kendall,0.5
4,1,0,MLP,Lyso PC 15:0,DAN,negative,4,kendall,0.5
5,1,1,MLP,Lyso PG 16:0,DAN,negative,4,kendall,0.5
6,1,1,MLP,Lyso PI 17:1,DAN,negative,4,kendall,0.5
7,1,1,MLP,Lyso PS 17:1,DAN,negative,4,kendall,0.5
8,1,1,MLP,Malic acid,DAN,negative,4,kendall,0.5
9,1,1,MLP,Melatonin,DAN,negative,4,kendall,0.5
10,1,1,MLP,Methionine,DAN,negative,4,kendall,0.5
11,0,0,MLP,Dihydroxyacetone phosphate,DAN,negative,4,kendall,0.5
12,0,1,MLP,Flavin mononucleotide,DAN,negative,4,kendall,0.5
13,0,1,MLP,Folic acid,DAN,negative,4,kendall,0.5
14,0,0,MLP,"Fructose 1,6-bisphosphate",DAN,negative,4,kendall,0.5
15,0,1,MLP,Glucosamine,DAN,negative,4,kendall,0.5
16,0,0,MLP,Glycerophosphocholine,DAN,negative,4,kendall,0.5
0,1,0,MLP,Mevalonic acid,DAN,negative,5,kendall,0.5
1,1,1,MLP,Myo-inositol 1-phosphate,DAN,negative,5,kendall,0.5
2,1,1,MLP,N-Acetylaspartic acid,DAN,negative,5,kendall,0.5
3,1,1,MLP,N-Acetylaspartylglutamic acid,DAN,negative,5,kendall,0.5
4,1,0,MLP,N-Acetylgalactosamine 6-phosphate,DAN,negative,5,kendall,0.5
5,1,0,MLP,N-Acetylglucosamine,DAN,negative,5,kendall,0.5
6,1,0,MLP,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5,kendall,0.5
7,1,0,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5,kendall,0.5
8,1,0,MLP,Nicotinic acid,DAN,negative,5,kendall,0.5
9,1,1,MLP,Ornithine,DAN,negative,5,kendall,0.5
10,1,1,MLP,Orotic acid,DAN,negative,5,kendall,0.5
11,0,1,MLP,Glycine,DAN,negative,5,kendall,0.5
12,0,1,MLP,Indole,DAN,negative,5,kendall,0.5
13,0,1,MLP,Kynurenic acid,DAN,negative,5,kendall,0.5
14,0,1,MLP,Lactic acid,DAN,negative,5,kendall,0.5
15,0,1,MLP,Lyso PA 18:1,DAN,negative,5,kendall,0.5
16,0,1,MLP,Lyso PE 18:0,DAN,negative,5,kendall,0.5
0,1,1,MLP,Oxidized glutathione,DAN,negative,6,kendall,0.5
1,1,0,MLP,PA 16:0-18:1,DAN,negative,6,kendall,0.5
2,1,0,MLP,PE 18:0-20:4,DAN,negative,6,kendall,0.5
3,1,1,MLP,PG 16:0-18:1,DAN,negative,6,kendall,0.5
4,1,1,MLP,PI 16:0-18:1,DAN,negative,6,kendall,0.5
5,1,1,MLP,PI(5)P 18:1,DAN,negative,6,kendall,0.5
6,1,1,MLP,PS (POPS) 16:0-18:1,DAN,negative,6,kendall,0.5
7,1,1,MLP,Palmitoyl-CoA,DAN,negative,6,kendall,0.5
8,1,1,MLP,Pantetheine,DAN,negative,6,kendall,0.5
9,1,1,MLP,Pantothenic acid,DAN,negative,6,kendall,0.5
10,1,1,MLP,Phenylalanine,DAN,negative,6,kendall,0.5
11,0,1,MLP,MG 18:1,DAN,negative,6,kendall,0.5
12,0,0,MLP,Malonic acid,DAN,negative,6,kendall,0.5
13,0,0,MLP,"N6,N6,N6-Trimethyllysine",DAN,negative,6,kendall,0.5
14,0,1,MLP,Niacinamide,DAN,negative,6,kendall,0.5
15,0,1,MLP,Nicotinamide riboside,DAN,negative,6,kendall,0.5
16,0,1,MLP,Nicotinamide ribotide,DAN,negative,6,kendall,0.5
0,1,0,MLP,Phosphoenolpyruvic acid,DAN,negative,7,kendall,0.5
1,1,1,MLP,Proline,DAN,negative,7,kendall,0.5
2,1,1,MLP,Pyridoxine,DAN,negative,7,kendall,0.5
3,1,0,MLP,Quinolinic acid,DAN,negative,7,kendall,0.5
4,1,1,MLP,Retinoic acid,DAN,negative,7,kendall,0.5
5,1,0,MLP,Riboflavin,DAN,negative,7,kendall,0.5
6,1,1,MLP,Ribulose,DAN,negative,7,kendall,0.5
7,1,0,MLP,Ribulose 5-phosphate,DAN,negative,7,kendall,0.5
8,1,1,MLP,SM d18:1-16:0,DAN,negative,7,kendall,0.5
9,1,1,MLP,Serine,DAN,negative,7,kendall,0.5
10,1,1,MLP,Serotonin,DAN,negative,7,kendall,0.5
11,0,1,MLP,Oxalacetic acid,DAN,negative,7,kendall,0.5
12,0,1,MLP,PC (O) C16-18:1,DAN,negative,7,kendall,0.5
13,0,1,MLP,PC 15:0-18:1,DAN,negative,7,kendall,0.5
14,0,0,MLP,Palmitic acid,DAN,negative,7,kendall,0.5
15,0,0,MLP,Phosphocreatine,DAN,negative,7,kendall,0.5
16,0,1,MLP,Phosphoserine,DAN,negative,7,kendall,0.5
0,1,1,MLP,Succinic acid,DAN,negative,8,kendall,0.5
1,1,1,MLP,Sulfo GalCer 18:0(2S-OH),DAN,negative,8,kendall,0.5
2,1,1,MLP,Taurine,DAN,negative,8,kendall,0.5
3,1,1,MLP,Taurocholic acid,DAN,negative,8,kendall,0.5
4,1,1,MLP,Thymine,DAN,negative,8,kendall,0.5
5,1,1,MLP,Tryptophan,DAN,negative,8,kendall,0.5
6,1,1,MLP,Tyrosine,DAN,negative,8,kendall,0.5
7,1,1,MLP,Uracil,DAN,negative,8,kendall,0.5
8,1,1,MLP,Ureidosuccinic acid,DAN,negative,8,kendall,0.5
9,1,1,MLP,Uric acid,DAN,negative,8,kendall,0.5
10,1,1,MLP,Uridine,DAN,negative,8,kendall,0.5
11,0,0,MLP,Phylloquinone,DAN,negative,8,kendall,0.5
12,0,0,MLP,Propionylcarnitine,DAN,negative,8,kendall,0.5
13,0,1,MLP,Prostaglandin E1,DAN,negative,8,kendall,0.5
14,0,1,MLP,Putrescine,DAN,negative,8,kendall,0.5
15,0,0,MLP,Pyruvic acid,DAN,negative,8,kendall,0.5
16,0,1,MLP,S-Adenosylhomocysteine,DAN,negative,8,kendall,0.5
0,1,1,MLP,Uridine diphosphate,DAN,negative,9,kendall,0.5
1,1,1,MLP,Uridine diphosphate glucose,DAN,negative,9,kendall,0.5
2,1,1,MLP,Uridine diphosphate glucuronic acid,DAN,negative,9,kendall,0.5
3,1,1,MLP,Uridine diphosphate-N-acetylglucosamine,DAN,negative,9,kendall,0.5
4,1,1,MLP,Urocanic acid,DAN,negative,9,kendall,0.5
5,1,1,MLP,Valine,DAN,negative,9,kendall,0.5
6,1,1,MLP,Xanthine,DAN,negative,9,kendall,0.5
7,1,0,MLP,cis-Aconitic acid,DAN,negative,9,kendall,0.5
8,1,1,MLP,gamma-Aminobutyric acid,DAN,negative,9,kendall,0.5
9,1,1,MLP,myo-Inositol,DAN,negative,9,kendall,0.5
10,0,0,MLP,S-Adenosylmethionine,DAN,negative,9,kendall,0.5
11,0,0,MLP,Spermidine,DAN,negative,9,kendall,0.5
12,0,1,MLP,TG 15:0-18:1-15:0,DAN,negative,9,kendall,0.5
13,0,1,MLP,Tetrahydrofolic acid,DAN,negative,9,kendall,0.5
14,0,0,MLP,Thiamine,DAN,negative,9,kendall,0.5
15,0,1,MLP,alpha-tocopherol,DAN,negative,9,kendall,0.5
0,1,0,MLP,2-Oxoglutaric acid,DAN,negative,0,kendall,0.6666666666666666
1,1,1,MLP,3-Phosphoglyceric acid,DAN,negative,0,kendall,0.6666666666666666
2,1,1,MLP,"4,5-Dihydroorotic acid",DAN,negative,0,kendall,0.6666666666666666
3,1,1,MLP,4-Hydroxyproline,DAN,negative,0,kendall,0.6666666666666666
4,1,1,MLP,5-Hydroxyindoleacetic acid,DAN,negative,0,kendall,0.6666666666666666
5,1,1,MLP,Acetyl-CoA,DAN,negative,0,kendall,0.6666666666666666
6,1,1,MLP,Adenine,DAN,negative,0,kendall,0.6666666666666666
7,1,1,MLP,Arginine,DAN,negative,0,kendall,0.6666666666666666
8,1,1,MLP,Argininosuccinic acid,DAN,negative,0,kendall,0.6666666666666666
9,1,1,MLP,Ascorbic acid,DAN,negative,0,kendall,0.6666666666666666
10,1,1,MLP,Asparagine,DAN,negative,0,kendall,0.6666666666666666
11,0,1,MLP,3-Hydroxyanthranilic acid,DAN,negative,0,kendall,0.6666666666666666
12,0,0,MLP,3-Hydroxymethylglutaric acid,DAN,negative,0,kendall,0.6666666666666666
13,0,1,MLP,6-Phosphogluconic acid,DAN,negative,0,kendall,0.6666666666666666
14,0,0,MLP,Acetoacetic acid,DAN,negative,0,kendall,0.6666666666666666
15,0,0,MLP,Acetylcarnitine,DAN,negative,0,kendall,0.6666666666666666
16,0,0,MLP,Acetylcholine,DAN,negative,0,kendall,0.6666666666666666
0,1,1,MLP,Aspartic acid,DAN,negative,1,kendall,0.6666666666666666
1,1,1,MLP,Cardiolipin 18:1,DAN,negative,1,kendall,0.6666666666666666
2,1,1,MLP,Carnosine,DAN,negative,1,kendall,0.6666666666666666
3,1,1,MLP,Cer d8:1/22:0 Cer,DAN,negative,1,kendall,0.6666666666666666
4,1,0,MLP,Cholic acid,DAN,negative,1,kendall,0.6666666666666666
5,1,1,MLP,Citric acid,DAN,negative,1,kendall,0.6666666666666666
6,1,1,MLP,Citrulline,DAN,negative,1,kendall,0.6666666666666666
7,1,1,MLP,Coenzyme A,DAN,negative,1,kendall,0.6666666666666666
8,1,0,MLP,Creatine,DAN,negative,1,kendall,0.6666666666666666
9,1,0,MLP,Creatinine,DAN,negative,1,kendall,0.6666666666666666
10,1,1,MLP,Cysteine,DAN,negative,1,kendall,0.6666666666666666
11,0,1,MLP,Adenosine diphosphate,DAN,negative,1,kendall,0.6666666666666666
12,0,0,MLP,Adenosine monophosphate,DAN,negative,1,kendall,0.6666666666666666
13,0,1,MLP,Agmatine,DAN,negative,1,kendall,0.6666666666666666
14,0,0,MLP,Arachidonic acid,DAN,negative,1,kendall,0.6666666666666666
15,0,0,MLP,Biotin,DAN,negative,1,kendall,0.6666666666666666
16,0,0,MLP,Butyric acid,DAN,negative,1,kendall,0.6666666666666666
0,1,1,MLP,Cystine,DAN,negative,2,kendall,0.6666666666666666
1,1,0,MLP,Cytidine,DAN,negative,2,kendall,0.6666666666666666
2,1,1,MLP,Cytosine,DAN,negative,2,kendall,0.6666666666666666
3,1,0,MLP,Dopamine,DAN,negative,2,kendall,0.6666666666666666
4,1,0,MLP,Epinephrine,DAN,negative,2,kendall,0.6666666666666666
5,1,0,MLP,Estradiol,DAN,negative,2,kendall,0.6666666666666666
6,1,1,MLP,Flavin adenine dinucleotide,DAN,negative,2,kendall,0.6666666666666666
7,1,1,MLP,Fumaric acid,DAN,negative,2,kendall,0.6666666666666666
8,1,1,MLP,GM3 Ganglioside 18:0,DAN,negative,2,kendall,0.6666666666666666
9,1,1,MLP,GlcCer d18:1/18:0,DAN,negative,2,kendall,0.6666666666666666
10,1,1,MLP,Gluconic acid,DAN,negative,2,kendall,0.6666666666666666
11,0,0,MLP,CAR 16:0,DAN,negative,2,kendall,0.6666666666666666
12,0,0,MLP,Carbamoyl phosphate,DAN,negative,2,kendall,0.6666666666666666
13,0,0,MLP,Carnitine,DAN,negative,2,kendall,0.6666666666666666
14,0,0,MLP,Cholecalciferol,DAN,negative,2,kendall,0.6666666666666666
15,0,0,MLP,Cholesterol,DAN,negative,2,kendall,0.6666666666666666
16,0,0,MLP,Cholesteryl acetate,DAN,negative,2,kendall,0.6666666666666666
0,1,0,MLP,Glucosamine 6-phosphate,DAN,negative,3,kendall,0.6666666666666666
1,1,1,MLP,Glucose,DAN,negative,3,kendall,0.6666666666666666
2,1,0,MLP,Glucose 6-phosphate,DAN,negative,3,kendall,0.6666666666666666
3,1,0,MLP,Glucosyl cholesterol,DAN,negative,3,kendall,0.6666666666666666
4,1,1,MLP,Glutamic acid,DAN,negative,3,kendall,0.6666666666666666
5,1,1,MLP,Glutamine,DAN,negative,3,kendall,0.6666666666666666
6,1,1,MLP,Glutathione,DAN,negative,3,kendall,0.6666666666666666
7,1,0,MLP,Glycerol 3-phosphate,DAN,negative,3,kendall,0.6666666666666666
8,1,0,MLP,Guanine,DAN,negative,3,kendall,0.6666666666666666
9,1,1,MLP,Histamine,DAN,negative,3,kendall,0.6666666666666666
10,1,1,MLP,Histidine,DAN,negative,3,kendall,0.6666666666666666
11,0,0,MLP,Cholesteryl ester 17:0,DAN,negative,3,kendall,0.6666666666666666
12,0,0,MLP,Choline,DAN,negative,3,kendall,0.6666666666666666
13,0,0,MLP,Cyclic adenosine monophosphate,DAN,negative,3,kendall,0.6666666666666666
14,0,0,MLP,Cytidine monophosphate,DAN,negative,3,kendall,0.6666666666666666
15,0,0,MLP,DG 18:0-22:6,DAN,negative,3,kendall,0.6666666666666666
16,0,0,MLP,Dihydroxyacetone,DAN,negative,3,kendall,0.6666666666666666
0,1,1,MLP,Homocysteine,DAN,negative,4,kendall,0.6666666666666666
1,1,1,MLP,Hypoxanthine,DAN,negative,4,kendall,0.6666666666666666
2,1,1,MLP,Kynurenine,DAN,negative,4,kendall,0.6666666666666666
3,1,1,MLP,L-Dopa,DAN,negative,4,kendall,0.6666666666666666
4,1,0,MLP,Lyso PC 15:0,DAN,negative,4,kendall,0.6666666666666666
5,1,1,MLP,Lyso PG 16:0,DAN,negative,4,kendall,0.6666666666666666
6,1,1,MLP,Lyso PI 17:1,DAN,negative,4,kendall,0.6666666666666666
7,1,1,MLP,Lyso PS 17:1,DAN,negative,4,kendall,0.6666666666666666
8,1,1,MLP,Malic acid,DAN,negative,4,kendall,0.6666666666666666
9,1,1,MLP,Melatonin,DAN,negative,4,kendall,0.6666666666666666
10,1,1,MLP,Methionine,DAN,negative,4,kendall,0.6666666666666666
11,0,0,MLP,Dihydroxyacetone phosphate,DAN,negative,4,kendall,0.6666666666666666
12,0,1,MLP,Flavin mononucleotide,DAN,negative,4,kendall,0.6666666666666666
13,0,0,MLP,Folic acid,DAN,negative,4,kendall,0.6666666666666666
14,0,1,MLP,"Fructose 1,6-bisphosphate",DAN,negative,4,kendall,0.6666666666666666
15,0,1,MLP,Glucosamine,DAN,negative,4,kendall,0.6666666666666666
16,0,0,MLP,Glycerophosphocholine,DAN,negative,4,kendall,0.6666666666666666
0,1,0,MLP,Mevalonic acid,DAN,negative,5,kendall,0.6666666666666666
1,1,1,MLP,Myo-inositol 1-phosphate,DAN,negative,5,kendall,0.6666666666666666
2,1,1,MLP,N-Acetylaspartic acid,DAN,negative,5,kendall,0.6666666666666666
3,1,1,MLP,N-Acetylaspartylglutamic acid,DAN,negative,5,kendall,0.6666666666666666
4,1,1,MLP,N-Acetylgalactosamine 6-phosphate,DAN,negative,5,kendall,0.6666666666666666
5,1,1,MLP,N-Acetylglucosamine,DAN,negative,5,kendall,0.6666666666666666
6,1,0,MLP,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5,kendall,0.6666666666666666
7,1,0,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5,kendall,0.6666666666666666
8,1,1,MLP,Nicotinic acid,DAN,negative,5,kendall,0.6666666666666666
9,1,1,MLP,Ornithine,DAN,negative,5,kendall,0.6666666666666666
10,1,1,MLP,Orotic acid,DAN,negative,5,kendall,0.6666666666666666
11,0,1,MLP,Glycine,DAN,negative,5,kendall,0.6666666666666666
12,0,1,MLP,Indole,DAN,negative,5,kendall,0.6666666666666666
13,0,1,MLP,Kynurenic acid,DAN,negative,5,kendall,0.6666666666666666
14,0,1,MLP,Lactic acid,DAN,negative,5,kendall,0.6666666666666666
15,0,1,MLP,Lyso PA 18:1,DAN,negative,5,kendall,0.6666666666666666
16,0,1,MLP,Lyso PE 18:0,DAN,negative,5,kendall,0.6666666666666666
0,1,1,MLP,Oxidized glutathione,DAN,negative,6,kendall,0.6666666666666666
1,1,0,MLP,PA 16:0-18:1,DAN,negative,6,kendall,0.6666666666666666
2,1,0,MLP,PE 18:0-20:4,DAN,negative,6,kendall,0.6666666666666666
3,1,1,MLP,PG 16:0-18:1,DAN,negative,6,kendall,0.6666666666666666
4,1,1,MLP,PI 16:0-18:1,DAN,negative,6,kendall,0.6666666666666666
5,1,1,MLP,PI(5)P 18:1,DAN,negative,6,kendall,0.6666666666666666
6,1,1,MLP,PS (POPS) 16:0-18:1,DAN,negative,6,kendall,0.6666666666666666
7,1,1,MLP,Palmitoyl-CoA,DAN,negative,6,kendall,0.6666666666666666
8,1,1,MLP,Pantetheine,DAN,negative,6,kendall,0.6666666666666666
9,1,1,MLP,Pantothenic acid,DAN,negative,6,kendall,0.6666666666666666
10,1,1,MLP,Phenylalanine,DAN,negative,6,kendall,0.6666666666666666
11,0,0,MLP,MG 18:1,DAN,negative,6,kendall,0.6666666666666666
12,0,1,MLP,Malonic acid,DAN,negative,6,kendall,0.6666666666666666
13,0,0,MLP,"N6,N6,N6-Trimethyllysine",DAN,negative,6,kendall,0.6666666666666666
14,0,1,MLP,Niacinamide,DAN,negative,6,kendall,0.6666666666666666
15,0,1,MLP,Nicotinamide riboside,DAN,negative,6,kendall,0.6666666666666666
16,0,1,MLP,Nicotinamide ribotide,DAN,negative,6,kendall,0.6666666666666666
0,1,0,MLP,Phosphoenolpyruvic acid,DAN,negative,7,kendall,0.6666666666666666
1,1,1,MLP,Proline,DAN,negative,7,kendall,0.6666666666666666
2,1,1,MLP,Pyridoxine,DAN,negative,7,kendall,0.6666666666666666
3,1,0,MLP,Quinolinic acid,DAN,negative,7,kendall,0.6666666666666666
4,1,0,MLP,Retinoic acid,DAN,negative,7,kendall,0.6666666666666666
5,1,0,MLP,Riboflavin,DAN,negative,7,kendall,0.6666666666666666
6,1,1,MLP,Ribulose,DAN,negative,7,kendall,0.6666666666666666
7,1,0,MLP,Ribulose 5-phosphate,DAN,negative,7,kendall,0.6666666666666666
8,1,1,MLP,SM d18:1-16:0,DAN,negative,7,kendall,0.6666666666666666
9,1,1,MLP,Serine,DAN,negative,7,kendall,0.6666666666666666
10,1,1,MLP,Serotonin,DAN,negative,7,kendall,0.6666666666666666
11,0,1,MLP,Oxalacetic acid,DAN,negative,7,kendall,0.6666666666666666
12,0,1,MLP,PC (O) C16-18:1,DAN,negative,7,kendall,0.6666666666666666
13,0,1,MLP,PC 15:0-18:1,DAN,negative,7,kendall,0.6666666666666666
14,0,0,MLP,Palmitic acid,DAN,negative,7,kendall,0.6666666666666666
15,0,0,MLP,Phosphocreatine,DAN,negative,7,kendall,0.6666666666666666
16,0,1,MLP,Phosphoserine,DAN,negative,7,kendall,0.6666666666666666
0,1,1,MLP,Succinic acid,DAN,negative,8,kendall,0.6666666666666666
1,1,1,MLP,Sulfo GalCer 18:0(2S-OH),DAN,negative,8,kendall,0.6666666666666666
2,1,0,MLP,Taurine,DAN,negative,8,kendall,0.6666666666666666
3,1,1,MLP,Taurocholic acid,DAN,negative,8,kendall,0.6666666666666666
4,1,1,MLP,Thymine,DAN,negative,8,kendall,0.6666666666666666
5,1,1,MLP,Tryptophan,DAN,negative,8,kendall,0.6666666666666666
6,1,1,MLP,Tyrosine,DAN,negative,8,kendall,0.6666666666666666
7,1,1,MLP,Uracil,DAN,negative,8,kendall,0.6666666666666666
8,1,1,MLP,Ureidosuccinic acid,DAN,negative,8,kendall,0.6666666666666666
9,1,1,MLP,Uric acid,DAN,negative,8,kendall,0.6666666666666666
10,1,1,MLP,Uridine,DAN,negative,8,kendall,0.6666666666666666
11,0,0,MLP,Phylloquinone,DAN,negative,8,kendall,0.6666666666666666
12,0,0,MLP,Propionylcarnitine,DAN,negative,8,kendall,0.6666666666666666
13,0,0,MLP,Prostaglandin E1,DAN,negative,8,kendall,0.6666666666666666
14,0,0,MLP,Putrescine,DAN,negative,8,kendall,0.6666666666666666
15,0,1,MLP,Pyruvic acid,DAN,negative,8,kendall,0.6666666666666666
16,0,0,MLP,S-Adenosylhomocysteine,DAN,negative,8,kendall,0.6666666666666666
0,1,1,MLP,Uridine diphosphate,DAN,negative,9,kendall,0.6666666666666666
1,1,1,MLP,Uridine diphosphate glucose,DAN,negative,9,kendall,0.6666666666666666
2,1,1,MLP,Uridine diphosphate glucuronic acid,DAN,negative,9,kendall,0.6666666666666666
3,1,1,MLP,Uridine diphosphate-N-acetylglucosamine,DAN,negative,9,kendall,0.6666666666666666
4,1,1,MLP,Urocanic acid,DAN,negative,9,kendall,0.6666666666666666
5,1,0,MLP,Valine,DAN,negative,9,kendall,0.6666666666666666
6,1,1,MLP,Xanthine,DAN,negative,9,kendall,0.6666666666666666
7,1,0,MLP,cis-Aconitic acid,DAN,negative,9,kendall,0.6666666666666666
8,1,0,MLP,gamma-Aminobutyric acid,DAN,negative,9,kendall,0.6666666666666666
9,1,1,MLP,myo-Inositol,DAN,negative,9,kendall,0.6666666666666666
10,0,0,MLP,S-Adenosylmethionine,DAN,negative,9,kendall,0.6666666666666666
11,0,0,MLP,Spermidine,DAN,negative,9,kendall,0.6666666666666666
12,0,0,MLP,TG 15:0-18:1-15:0,DAN,negative,9,kendall,0.6666666666666666
13,0,0,MLP,Tetrahydrofolic acid,DAN,negative,9,kendall,0.6666666666666666
14,0,0,MLP,Thiamine,DAN,negative,9,kendall,0.6666666666666666
15,0,0,MLP,alpha-tocopherol,DAN,negative,9,kendall,0.6666666666666666
0,1,0,MLP,2-Oxoglutaric acid,DAN,negative,0,kendall,0.8333333333333333
1,1,1,MLP,3-Phosphoglyceric acid,DAN,negative,0,kendall,0.8333333333333333
2,1,1,MLP,"4,5-Dihydroorotic acid",DAN,negative,0,kendall,0.8333333333333333
3,1,1,MLP,4-Hydroxyproline,DAN,negative,0,kendall,0.8333333333333333
4,1,1,MLP,5-Hydroxyindoleacetic acid,DAN,negative,0,kendall,0.8333333333333333
5,1,1,MLP,Acetyl-CoA,DAN,negative,0,kendall,0.8333333333333333
6,1,1,MLP,Adenine,DAN,negative,0,kendall,0.8333333333333333
7,1,1,MLP,Arginine,DAN,negative,0,kendall,0.8333333333333333
8,1,1,MLP,Argininosuccinic acid,DAN,negative,0,kendall,0.8333333333333333
9,1,1,MLP,Ascorbic acid,DAN,negative,0,kendall,0.8333333333333333
10,1,1,MLP,Asparagine,DAN,negative,0,kendall,0.8333333333333333
11,0,1,MLP,3-Hydroxyanthranilic acid,DAN,negative,0,kendall,0.8333333333333333
12,0,1,MLP,3-Hydroxymethylglutaric acid,DAN,negative,0,kendall,0.8333333333333333
13,0,1,MLP,6-Phosphogluconic acid,DAN,negative,0,kendall,0.8333333333333333
14,0,0,MLP,Acetoacetic acid,DAN,negative,0,kendall,0.8333333333333333
15,0,0,MLP,Acetylcarnitine,DAN,negative,0,kendall,0.8333333333333333
16,0,0,MLP,Acetylcholine,DAN,negative,0,kendall,0.8333333333333333
0,1,1,MLP,Aspartic acid,DAN,negative,1,kendall,0.8333333333333333
1,1,0,MLP,Cardiolipin 18:1,DAN,negative,1,kendall,0.8333333333333333
2,1,1,MLP,Carnosine,DAN,negative,1,kendall,0.8333333333333333
3,1,1,MLP,Cer d8:1/22:0 Cer,DAN,negative,1,kendall,0.8333333333333333
4,1,0,MLP,Cholic acid,DAN,negative,1,kendall,0.8333333333333333
5,1,1,MLP,Citric acid,DAN,negative,1,kendall,0.8333333333333333
6,1,1,MLP,Citrulline,DAN,negative,1,kendall,0.8333333333333333
7,1,1,MLP,Coenzyme A,DAN,negative,1,kendall,0.8333333333333333
8,1,1,MLP,Creatine,DAN,negative,1,kendall,0.8333333333333333
9,1,1,MLP,Creatinine,DAN,negative,1,kendall,0.8333333333333333
10,1,1,MLP,Cysteine,DAN,negative,1,kendall,0.8333333333333333
11,0,1,MLP,Adenosine diphosphate,DAN,negative,1,kendall,0.8333333333333333
12,0,1,MLP,Adenosine monophosphate,DAN,negative,1,kendall,0.8333333333333333
13,0,0,MLP,Agmatine,DAN,negative,1,kendall,0.8333333333333333
14,0,0,MLP,Arachidonic acid,DAN,negative,1,kendall,0.8333333333333333
15,0,0,MLP,Biotin,DAN,negative,1,kendall,0.8333333333333333
16,0,1,MLP,Butyric acid,DAN,negative,1,kendall,0.8333333333333333
0,1,1,MLP,Cystine,DAN,negative,2,kendall,0.8333333333333333
1,1,1,MLP,Cytidine,DAN,negative,2,kendall,0.8333333333333333
2,1,1,MLP,Cytosine,DAN,negative,2,kendall,0.8333333333333333
3,1,1,MLP,Dopamine,DAN,negative,2,kendall,0.8333333333333333
4,1,1,MLP,Epinephrine,DAN,negative,2,kendall,0.8333333333333333
5,1,1,MLP,Estradiol,DAN,negative,2,kendall,0.8333333333333333
6,1,1,MLP,Flavin adenine dinucleotide,DAN,negative,2,kendall,0.8333333333333333
7,1,1,MLP,Fumaric acid,DAN,negative,2,kendall,0.8333333333333333
8,1,1,MLP,GM3 Ganglioside 18:0,DAN,negative,2,kendall,0.8333333333333333
9,1,1,MLP,GlcCer d18:1/18:0,DAN,negative,2,kendall,0.8333333333333333
10,1,0,MLP,Gluconic acid,DAN,negative,2,kendall,0.8333333333333333
11,0,0,MLP,CAR 16:0,DAN,negative,2,kendall,0.8333333333333333
12,0,1,MLP,Carbamoyl phosphate,DAN,negative,2,kendall,0.8333333333333333
13,0,0,MLP,Carnitine,DAN,negative,2,kendall,0.8333333333333333
14,0,1,MLP,Cholecalciferol,DAN,negative,2,kendall,0.8333333333333333
15,0,1,MLP,Cholesterol,DAN,negative,2,kendall,0.8333333333333333
16,0,0,MLP,Cholesteryl acetate,DAN,negative,2,kendall,0.8333333333333333
0,1,0,MLP,Glucosamine 6-phosphate,DAN,negative,3,kendall,0.8333333333333333
1,1,1,MLP,Glucose,DAN,negative,3,kendall,0.8333333333333333
2,1,0,MLP,Glucose 6-phosphate,DAN,negative,3,kendall,0.8333333333333333
3,1,0,MLP,Glucosyl cholesterol,DAN,negative,3,kendall,0.8333333333333333
4,1,1,MLP,Glutamic acid,DAN,negative,3,kendall,0.8333333333333333
5,1,1,MLP,Glutamine,DAN,negative,3,kendall,0.8333333333333333
6,1,1,MLP,Glutathione,DAN,negative,3,kendall,0.8333333333333333
7,1,1,MLP,Glycerol 3-phosphate,DAN,negative,3,kendall,0.8333333333333333
8,1,0,MLP,Guanine,DAN,negative,3,kendall,0.8333333333333333
9,1,1,MLP,Histamine,DAN,negative,3,kendall,0.8333333333333333
10,1,1,MLP,Histidine,DAN,negative,3,kendall,0.8333333333333333
11,0,0,MLP,Cholesteryl ester 17:0,DAN,negative,3,kendall,0.8333333333333333
12,0,0,MLP,Choline,DAN,negative,3,kendall,0.8333333333333333
13,0,0,MLP,Cyclic adenosine monophosphate,DAN,negative,3,kendall,0.8333333333333333
14,0,0,MLP,Cytidine monophosphate,DAN,negative,3,kendall,0.8333333333333333
15,0,0,MLP,DG 18:0-22:6,DAN,negative,3,kendall,0.8333333333333333
16,0,0,MLP,Dihydroxyacetone,DAN,negative,3,kendall,0.8333333333333333
0,1,1,MLP,Homocysteine,DAN,negative,4,kendall,0.8333333333333333
1,1,0,MLP,Hypoxanthine,DAN,negative,4,kendall,0.8333333333333333
2,1,1,MLP,Kynurenine,DAN,negative,4,kendall,0.8333333333333333
